FARMACOS;DETENTOR;MEDICAMENTO;CONCENTRACAO;FORMA_FARMACEUTICA
DEXTRANO 70 + HIPROMELOSE;Alcon;LACRIMA PLUS;1mg/mL + 3mg/mL;solç oft
DEXTRANO 70 + HIPROMELOSE + GLICEROL;Alcon;TRISORB;1mg/mL + 3mg/mL + 2mg/mL;solç oft
DICLOFENADO SÓDICO + FOSFATO DE CODEÍNA;Novartis Biociências;CODATEN;50mg + 50 mg;comp rev
DICLORIDRATO DE CETIRIZINA + PSEUDOEFEDRINA;Glaxosmithkline;ZYRTEC D;5mg + 120mg;caps gelat dura
DIISETIONATO DE HEXAMIDINA + CLORIDRATO DE TETRACAINA;Sanofi-Aventis;HEXOMEDINE;1mg/mL + 0,5mg/mL;colut spr
DIMENIDRINATO + CLORIDRATO DE PIRIDOXINA;Nycomed;DRAMIN B6;25 mg/mL + 5 mg/mL;solç or
DIMENIDRINATO + CLORIDRATO DE PIRIDOXINA;Nycomed;DRAMIN B6;50 mg + 10 mg;comp rev
DIMENIDRINATO + CLORIDRATO DE PIRIDOXINA;Nycomed;DRAMIN B6;50 mg/mL + 50 mg/mL;solç inj
DIMENIDRINATO + CLORIDRATO DE PIRIDOXINA + GLICOSE + FRUTOSE;Nycomed;DRAMIN B6 DL;3 mg/mL + 5 mg/mL + 100 mg/mL + 100 mg/mL;solç inj
DIMETICONA + METILBROMETO DE HOMATROPINA;Aché;FLAGASS BABY;80mg/mL + 2,5mg/mL;emul or (gotas)
DIOSMINA + HESPERIDINA;Servier;DAFLON 500;450mg + 50mg;comp rev
DIPIRONA SÓDICA + CAFEÍNA;Lab. Americano de Farmacoterapia;CAFILISADOR;500mg + 65mg;comp
DIPIRONA SÓDICA + CAFEÍNA & DIPIRONA SÓDICA + MALEATO DE CLORFENAMINA;Hypermarcas;BENEGRIP;250g + 30mg (verde), 250mg + 2,0mg (amarelo);comp rev
DIPIRONA SÓDICA + CAFEÍNA ANIDRA + CITRATO DE ORFENADRINA;Sanofi-Aventis;DORFLEX;300mg + 50mg + 35mg;comp
DIPIRONA SÓDICA + CAFEÍNA ANIDRA + CITRATO DE ORFENADRINA;Sanofi-Aventis;DORFLEX;300mg/mL + 50mg/mL + 35mg/mL;solç or
DIPIRONA SODICA + CLORIDRATO PROMETAZINA + CLORIDRATO DE ADIFENINA;Lab. Americano de Farmacoterapia;LISADOR;250mg + 2,5mg + 5mg;sups infantil
DIPIRONA SODICA + CLORIDRATO PROMETAZINA + CLORIDRATO DE ADIFENINA;Lab. Americano de Farmacoterapia;LISADOR;375mg + 12,5mg + 12,5mg/mL;solç inj
DIPIRONA SODICA + CLORIDRATO PROMETAZINA + CLORIDRATO DE ADIFENINA;Lab. Americano de Farmacoterapia;LISADOR;500mg + 10mg + 5mg/1,5/mL;sol or (gotas)
DIPIRONA SODICA + CLORIDRATO PROMETAZINA + CLORIDRATO DE ADIFENINA;Lab. Americano de Farmacoterapia;LISADOR;500mg + 5mg + 10mg;comp
DIPIRONA SODICA + CLORIDRATO PROMETAZINA + CLORIDRATO DE ADIFENINA;Lab. Americano de Farmacoterapia;LISADOR;750mg + 12,5mg + 50mg;sups adulto
DIPIRONA SÓDICA + MESILATO DE DIIDROERGOTAMINA+ CAFEÍNA;Aché;CEFALIV;350mg + 1mg + 100mg;comp
DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO;Mantecorp;DIPROSALIC;0,64mg + 20mg;solç top
DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO;Mantecorp;DIPROSALIC;0,64mg + 30mg;pomd derm
DIPROPIONATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA;Mantecorp;DIPROSPAN / DIPROSPAN HYPAK;5,0mg/mL + 2,0mg/mL;susp inj
DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA;Mantecorp;DIPROGENTA;0,5mg + 1mg;crem derm
DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA;Mantecorp;DIPROGENTA;0,5mg + 1mg;pomd derm
DROSPIRENONA + ETINILESTRADIOL;Schering do Brasil;YASMIN;3mg + 0,03mg;comp rev
DROSPIRENONA + ETINILESTRADIOL;Schering do Brasil;YAZ;3mg + 0,02mg;comp rev
EBASTINA + CLORIDRATO DE PSEUDOEFEDRINA;Eurofarma;EBASTEL D;10mg + 120mg;caps gelat
ENANTATO DE NORETISTERONA + VALERATO DE ESTRADIOL;Schering do Brasil;MESIGYNA;50mg/mL + 5mg/mL;solç oleosa inj
ESCINA AMORFA + SALICILATO DE DIETILAMÔNIO;Nycomed;REPARIL;10mg/g + 50mg/g;gel
ESTRADIOL + DIDROGESTERONA;Solvay Farma;FEMOSTON CONTI;1mg + 5mg;comp rev
ESTRADIOL + DIDROGESTERONA;Solvay Farma;FEMOSTON;1mg + 0mg (comp branco), 1mg + 10mg (comp cinza);comp rev
ESTRADIOL + GESTODENO;Schering do Brasil;AVADEN;1mg + 0mg + 1mg + 0,025mg;comp rev
ESTRADIOL + NORGESTIMATO;Janssen Cilag;PREFEST;1mg + 0mg + 1mg + 0,09mg;comp rev
ESTRADIOL HEMIHIDRATO + ACETATO DE NORESTISTERONA;Novartis Biociências;ESTALIS;50mcg + 140mcg;ades transd 
ESTRADIOL HEMIHIDRATO + ACETATO DE NORESTISTERONA;Novartis Biociências;ESTALIS SQ;50mcg + 250mcg;ades transd 
ESTRADIOL HEMIHIDRATO + ACETATO DE NORESTISTERONA;Schering do Brasil;CLIANE;2mg + 1mg;comp rev
ESTRADIOL HEMIIDRATADO + DROSPIRENONA;Schering do Brasil;ANgelIQ;1mg + 2mg;comp rev
ESTRADIOL + ACETATO DE NORETISTERONA;Medley;TRISEQUENS;2mg + 0mg (comp azul), 2 mg + 1mg (comp branco), 1mg + 0mg (comp vermelho);comp rev
ETINILESTRADIOL + DESOGESTREL;Akzo Organon;MERCILON;0,02mg + 0,15mg;comp 
ETINILESTRADIOL + DESOGESTREL;Akzo Organon;MICRODIOL;0,03mg + 0,15mg;comp 
ETINILESTRADIOL + GESTODENO;Schering do Brasil;FEMIANE;0,020mg + 0,075mg;drag
ETINILESTRADIOL + GESTODENO;Wyeth;MINESSE;0,015mg + 0,060mg;comp rev
ETINILESTRADIOL + GESTODENO;Wyeth;MINULET;0,030mg + 0,075mg;drag
ETINILESTRADIOL + NORELGESTROMINA;Janssen Cilag;EVRA;0,6mg + 6mg;ades transd
ETINILESTRADIOL + NORETINDRONA;Sanval;CICLOVULON;0,05mg + 0,25mg;comp
EZETIMIBA + SINVASTATINA;Merck, Sharp & Dohme;VYTORIN;10mg + 10mg;comp
EZETIMIBA + SINVASTATINA;Merck, Sharp & Dohme;VYTORIN;10mg + 20mg;comp
EZETIMIBA + SINVASTATINA;Merck, Sharp & Dohme;VYTORIN;10mg + 40mg;comp
EZETIMIBA + SINVASTATINA;Merck, Sharp & Dohme;VYTORIN;10mg + 80mg;comp
FLUOCINOLONA ACETONIDA + HIDROQUINONA + TRETINOÍNA;Galderma;TRI-LUMA;0,1mg/g + 40mg/g + 0,5mg/g;crem derm
FLUOCINOLONA ACETONIDA + SULFATO DE POLIMIXINA B + SULFATO DE NEOMICINA + CLORIDRATO DE LIDOCAÍNA;Roche;OTOSYNALAR;0,250mg/mL + 10.000UI/mL + 3,5mg/mL + 20mg/mL;solç otol
FOSFATO DISSÓDICO DE DEXAMETASONA + SULFATO DE NEOMICINA;Aché;DECADRON COLÍRIO;1mg/mL + 3,5mg/mL;solç oft
FOSFATO DISSÓDICO DE DEXAMETASONA + SULFATO DE NEOMICINA + CLORIDRATO DE FENILEFRINA;Aché;DECADRON NASAL;0,546 mg/mL + 5mg/mL + 5mg/mL;solç nas (spr)
FUMARATO DE BISOPROLOL + HIDROCLOROTIAZIDA;Merck S/A;BICONCOR;10mg + 6,25mg;comp rev
FUMARATO DE BISOPROLOL + HIDROCLOROTIAZIDA;Merck S/A;BICONCOR;2,5mg + 6,25mg;comp rev
FUMARATO DE BISOPROLOL + HIDROCLOROTIAZIDA;Merck S/A;BICONCOR;5mg + 6,25mg;comp rev
FUMARATO DE FORMOTEROL + BUDESONIDA;Astrazeneca;SYMBICORT TURBUHALER;12mcg/INAL + 400mcg/INAL;po inal (tb)
FUMARATO DE FORMOTEROL + BUDESONIDA;Astrazeneca;SYMBICORT TURBUHALER;6 mcg /INAL + 100mcg/INAL;po inal (tb)
FUMARATO DE FORMOTEROL + BUDESONIDA;Astrazeneca;SYMBICORT TURBUHALER;6,0mcg /INAL + 200mcg/INAL;po inal (tb)
FUMARATO DE FORMOTEROL + BUDESONIDA;Biosintética;ALENIA;6mcg + 100mcg;caps po inal
FUMARATO DE FORMOTEROL + BUDESONIDA;Biosintética;ALENIA;6mcg + 200mcg;caps po inal
FUMARATO DE FORMOTEROL + BUDESONIDA;Novartis Biociências;FORASEQ;12mcg/INAL + 200mcg/INAL;caps gelat dura po inal
FUMARATO DE FORMOTEROL + BUDESONIDA;Novartis Biociências;FORASEQ;12mcg/INAL + 400mcg/INAL;caps gelat dura po inal
HIALURONIDASE + VALERATO DE BETAMETASONA;Apsen;POSTEC;150 UTR/g + 2,5mg/g;pomd
HIDROCLOROTIAZIDA + CLORIDRATO DE AMILORIDA;Merck, Sharp & Dohme;MODURETIC;25mg + 2,5mg;comp
HIDROCLOROTIAZIDA + CLORIDRATO DE AMILORIDA;Merck, Sharp & Dohme;MODURETIC;50mg + 5,0mg;comp
HIDROCORTISONA + SULFATO DE NEOMICINA + SULFATO DE POLIMIXINA B;Farmoquímica;OTOSPORIN;10.000UI + 5mg/mL + 10mg/mL;sups otol
HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO + DIMETICONA (SIMETICONA);Johnson & Johnson;MYLANTA PLUS;80mg/mL + 80mg/mL + 6mg/mL;sups or
HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO + DIMETICONA (SIMETICONA);União Química;gelUSIL;170mg/mL + 70mg/mL + 6mg/mL;sups or
HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO + SIMETICONA;Sanofi-Aventis;MAALOX PLUS;153mg + 200mg + 25mg;comp mastigável
HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO + SIMETICONA;Sanofi-Aventis;MAALOX PLUS;37mg/mL + 40mg/mL + 5mg/mL;sups or
IBUPROFENO + ARGININA;Zambon;SPIDUFEN;400mg + 370mg;gran solúvel
IBUPROFENO + ARGININA;Zambon;SPIDUFEN;600mg + 555mg;gran solúvel
IMIPENEM + CILASTATINA SÓDICA;Merck, Sharp & Dohme;TIENAM;500mg + 500mg;po infus i.v.
IRBESARTANA + HIDROCLOROTIAZIDA;Sanofi-Aventis;APROZIDE;150mg + 12,5mg;comp 
IRBESARTANA + HIDROCLOROTIAZIDA;Sanofi-Aventis;APROZIDE;300 mg + 12,5 mg;comp 
ISONIAZIDA + RIFAMPICINA;Furp;FURP-ISONIAZIDA + RIFAMPICINA;200mg + 300mg;caps gelat dura
ISONIAZIDA + RIFAMPICINA;Furp;FURP-ISONIAZIDA + RIFAMPICINA;100mg + 150mg;caps gelat dura
ISOTRETINOINA + ERITROMICINA;Stiefel;ISOTREXIN;0,5mg/g + 20,0mg/g;gel
LAMIVUDINA + ZIDOVUDINA;Glaxosmithkline;BIOVIR;150mg + 300mg;comp rev
LANSOPRAZOL + CLARITROMICINA + AMOXICILINA TRIIDRATADA;Medley;PYLORIPAC;30mg + 500mg + 500mg;caps gelat dura microgran lib retard + comp rev + caps gelat dura
LATANOPROSTA + MALEATO DE TIMOLOL;Pfizer;XALACON;50mcg/mL + 5mg/mL;solç oft
LEVODOPA + CARBIDOPA + ENTACAPONA;Novartis Biociências;STALEVO;50mg+12,5mg+200mg;comp rev
LEVODOPA + CARBIDOPA + ENTACAPONA;Novartis Biociências;STALEVO;100mg + 25mg + 200mg;comp rev
LEVODOPA + CARBIDOPA + ENTACAPONA;Novartis Biociências;STALEVO;150mg + 37,5mg + 200mg;comp rev
LEVODOPA + CLORIDRATO DE BENSERAZIDA;Roche;PROLOPA;200mg + 50mg;comp
LEVODOPA + CLORIDRATO DE BENSERAZIDA;Roche;PROLOPA HBS;100mg + 25mg;caps gelat dura + microgran
LEVONOGESTREL + ETINILESTRADIOL;Schering do Brasil;NEOVLAR;0,25mg + 0,05mg;drag
LEVONORGESTREL + ETINILESTRADIOL;Biolab Sanus;LEVEL;0,10mg + 0,02mg;comp rev
LEVONORGESTREL + ETINILESTRADIOL;União Química;CICLO 21;0,15mg + 0,03mg;comp
LEVONORGESTREL + ETINILESTRADIOL;Wyeth;NORDETTE;0,15mg + 0,03mg;drag
LEVONORGESTREL + ETINILESTRADIOL;Wyeth;EVANOR;0,25mg + 0,05mg;comp
LEVONORGESTREL + ETINILESTRADIOL;Schering do Brasil;TRIQUILAR;0,05mg + 0,03mg (drag a), 0,075mg + 0,04mg (drag b), 0,125mg + 0,03mg (drag c);drag
LIDOCAÍNA + PRILOCAÍNA;Astrazeneca;EMLA;25mg/g + 25mg/g;crem derm
LISINOPRIL + HIDROCLOROTIAZIDA;Merck, Sharp & Dohme;PRINZIDE;10mg + 12,5mg;comp
LISINOPRIL + HIDROCLOROTIAZIDA;Merck, Sharp & Dohme;PRINZIDE;20mg + 12,5mg;comp
LOPINAVIR + RITONAVIR;Abbott;KALETRA;133,3mg + 33,3mg;caps gelat mole
LOPINAVIR + RITONAVIR;Abbott;KALETRA;80mg/mL + 20mg/mL;solç or
LORATADINA + SULFATO DE PSEUDOEFEDRINA;Mantecorp;CLARITIN D;10mg + 240mg;comp rev
LORATADINA + SULFATO DE PSEUDOEFEDRINA;Mantecorp;CLARITIN D;1mg/mL + 12mg/mL;xpe
LORATADINA + SULFATO DE PSEUDOEFEDRINA;Mantecorp;CLARITIN D;5mg + 120mg;drag
LOSARTAN POTÁSSICO + HIDROCLOROTIAZIDA;Merck, Sharp & Dohme;HYZAAR;100mg + 25mg;comp rev
LOSARTAN POTÁSSICO + HIDROCLOROTIAZIDA;Merck, Sharp & Dohme;HYZAAR;50mg + 12,5mg;comp rev
MACROGOL 3350 + BICARBONATO DE SÓDIO + CLORETO DE POTÁSSIO + CLORETO DE SÓDIO;Libbs;13,125 g + 0,1775 g + 0,0466 g + 0,3507 g;MUVINLAX;po solç or
MAGALDRATO + DIMETICONA;Nycomed;RIOPAN PLUS;800mg + 100mg;comp mastigável
MAGALDRATO + DIMETICONA;Nycomed;RIOPAN PLUS;80mg/mL + 10mg/mL;sups or
MALEATO DE BRONFENIRAMINA + CLORIDRATO DE PSEUDOEFEDRINA;Wyeth;DIMETAPP (elx);0,2mg/mL + 3mg/mL;elx
MALEATO DE BRONFENIRAMINA + CLORIDRATO DE PSEUDOEFEDRINA;Wyeth;DIMETAPP (gelCAPS);4mg + 60mg;caps gelat mole
MALEATO DE BRONFENIRAMINA + CLORIDRATO DE PSEUDOEFEDRINA;Wyeth;DIMETAPP (GOTAS);0,2mg/mL + 3mg/mL;solç or
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;Mantecorp;CELESTAMINE;2,0mg + 0,25mg;comp
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;Mantecorp;CELESTAMINE;0,4mg/mL + 0,05mg/mL;xpe
MALEATO DE DEXCLORFENIRAMINA + SULFATO DE PSEUDOEFEDRINA + GUAIFENESINA;Mantecorp;POLARAMINE EXPECTORANTE;0,4mg/mL + 4mg/mL + 20mg/mL;xpe
MALEATO DE ENALAPRIL + BESILATO DE ANLODIPINO;Biosintética;SINERGEN;2,5mg + 10mg;caps gelat dura
MALEATO DE ENALAPRIL + BESILATO DE ANLODIPINO;Biosintética;SINERGEN;5,0mg + 10mg;caps gelat dura
MALEATO DE ENALAPRIL + BESILATO DE ANLODIPINO;Biosintética;SINERGEN;5,0mg + 20mg;caps gelat dura
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;Merck, Sharp & Dohme;CO-RENITEC;10mg + 25mg;comp
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;Merck, Sharp & Dohme;CO-RENITEC;20mg + 12,5mg;comp
MALEATO DE ROSIGLITAZONA + CLORIDRATO DE METFORMINA;Glaxosmithkline;AVANDAMET;2mg + 500mg;comp rev
MALEATO DE ROSIGLITAZONA + CLORIDRATO DE METFORMINA;Glaxosmithkline;AVANDAMET;4mg + 500mg;comp rev
MATRICARIA CHAMOMILLA L. + POLIDOCANOL + CLORIDRATO DE LIDOCAINA;Nycomed;NENÊ DENT N;150mg/g+ 3,4mg/g + 3,2mg/g;gel
MATRICARIA CHAMOMILLA L. + POLIDOCANOL + CLORIDRATO DE LIDOCAINA;Nycomed;NENÊ DENT N;150mg/g+ 3,4mg/g + 3,2mg/g;solç top
MEBENDAZOL + TIABENDAZOL;Neo Química;NEOVERMIN;100mg + 166mg;comp
MEBENDAZOL + TIABENDAZOL;Neo Química;NEOVERMIN;20mg + 33,2mg/mL;sups or
MEPARTRICINA + CLORIDRATO DE TETRACICLINA;Aché;TRICANGINE-A;5000UI/g + 20mg/g;creme vaginal
MESILATO DE DIIDROERGOTAMINA + CAFEÍNA ANIDRA + PROPIFENAZONA;Novartis Biociências;TONOPAN;0,5mg + 40mg + 125mg;drag
MESILATO DE DIIDROERGOTAMINA + PARACETAMOL + CAFEÍNA;Novartis Biociências;PARCEL;1mg + 450mg + 40mg;drag
MESILATO DE DIIDROERGOTAMINA + PARACETAMOL + CAFEÍNA + CLORIDRATO DE METOCLOPRAMIDA;Aché;CEFALIUM;1mg + 450mg + 75mg +10mg;comp
METRONIDAZOL + NISTATINA;Sanofi-Aventis;FLAGYL NISTATINA;100mg/g + 20.000U/g;creme vaginal
MUCATO DE ISOMETEPTENO + DIPIRONA SÓDICA + CAFEÍNA ANIDRA;Nycomed;NEOSALDINA;30mg + 300mg + 30mg;drag
NISTATINA + ÓXIDO DE ZINCO;Bristol Myers Squibb;DERMODEX;100.000U/g + 200mg/g;pomd derm
NORETISTERONA + VALERATO DE ESTRADIOL MICRONIZADO;Novartis Biociências;MERIGEST;2mg + 0,7mg;comp rev
NORETISTERONA + VALERATO DE ESTRADIOL MICRONIZADO;Novartis Biociências;MERICOMB;0mg + 1mg (comp azul), 1mg + 1mg (comp branco);comp rev
NORGESTREL + ETINILESTRADIOL;Wyeth;ANFERTIL;0,5mg + 0,05mg;comp
OLMESARTANA MEDOXOMILA + ANLODIPINO;Daiichi Sankyo;BENICARANLO;20mg + 5mg;comp rev
OLMESARTANA MEDOXOMILA + ANLODIPINO;Daiichi Sankyo;BENICARANLO;40mg + 5mg;comp rev
OLMESARTANA MEDOXOMILA + ANLODIPINO;Daiichi Sankyo;BENICARANLO;40mg +10mg;comp rev
OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA;Sankyo Pharma;BENICAR HCT;20mg + 12,5mg;comp rev
OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA;Sankyo Pharma;BENICAR HCT;40mg + 12,5mg;comp rev
OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA;Sankyo Pharma;BENICAR HCT;40mg + 25mg;comp rev
OMEPRAZOL + CLARITROMICINA + AMOXICILINA;Libbs;ERRADIC;caps gelat dura + microgran + comp rev + caps gelat dura;20mg + 500mg + 500mg
OMEPRAZOL + CLARITROMICINA + AMOXICILINA;Libbs;ERRADIC U.G.;caps gelat dura + microgran + comp rev + caps gelat dura;20mg + 500mg + 500mg
PARACETAMOL + CAFEÍNA;Novartis Biociências;EXCEDRIN;500mg + 65mg;comp rev
PARACETAMOL + CAFEÍNA ANIDRA;Glaxosmithkline;SONRIDOR CAF;500mg + 65mg;comp eferv
PARACETAMOL + CARISOPRODOL + DICLOFENACO SÓDICO + CAFEÍNA ANIDRA;Aché;TANDRILAX;300mg + 125mg + 50mg + 30mg;comp
PARACETAMOL + CLORIDRATO DE FENILEFRINA & PARACETAMOL;Bristol Myers Squibb;NALDECON DIA;400mg + 20mg (comp amarelo), 400mg (comp branco);comp
PARACETAMOL + CLORIDRATO DE FENILEFRINA & PARACETAMOL + MALEATO DE CARBINOXAMINA;Bristol Myers Squibb;NALDECON;400mg + 20mg (comp amarelo), 400mg + 4mg (comp laranja);comp
PARACETAMOL + CLORIDRATO DE FENILEFRINA + MALEATO DE CLORFENIRAMINA;Kley Hertz;RESFENOL;100mg/mL + 2mg/mL + 2mg/mL;sol or (gotas)
PARACETAMOL + CLORIDRATO DE FENILEFRINA + MALEATO DE CLORFENIRAMINA;Kley Hertz;RESFENOL;400mg + 4mg + 4mg;caps gelat dura
PARACETAMOL + CLORIDRATO DE FENILEFRINA + MALEATO DE CLORFENIRAMINA;Kley Hertz;RESFENOL;40mg/mL + 0,6mg/mL + 0,6mg/mL;solç or
PARACETAMOL + CLORIDRATO DE FENILEFRINA + MALEATO DE CLORFENIRAMINA;Pharmascience;RESFEDRYL;400mg + 4mg + 4mg;po solç or
PARACETAMOL + CLORIDRATO DE FENILEFRINA+ MALEATO DE CARBINOXAMINA;Bristol Myers Squibb;NALDECON;40mg/mL + 1mg/mL+ 0,4 mg/mL;solç or
PARACETAMOL + CLORIDRATO DE PSEUDOEFEDRINA;Janssen Cilag;TYLENOL SINUS;500mg + 30mg;comp rev
PARACETAMOL + FOSFATO DE CODEINA;Janssen Cilag;TYLEX;500mg + 30mg;comp
PARACETAMOL + FOSFATO DE CODEÍNA;Janssen Cilag;TYLEX;500mg + 7,5mg;comp
PARACETAMOL + PROPIFENAZONA + CAFEÍNA;Roche;SARIDON;250mg + 150mg + 50mg;comp
PERINDOPRIL + INDAPAMIDA;Servier;COVERSYL PLUS;4mg + 1,25mg;comp
PERÓXIDO DE BENZOÍLA + ENXOFRE;Zurita;ACNASE;50mg/g + 20mg/g;crem derm
PICOSSULFATO DE SÓDIO + ÓLEO MINERAL + ÁGAR-ÁGAR;Johnson & Johnson;AGAROL;0,344mg/mL + 282,25 mg/mL + 2,72mg/mL;emul or
PIPERACILINA SÓDICA + TAZOBACTAM SÓDICA;Wyeth;TAZOCIN;2g + 250mg;po liof solç inj
PIPERACILINA SÓDICA + TAZOBACTAM SÓDICA;Wyeth;TAZOCIN;4g + 500mg;po liof solç inj
PIVALATO DE FLUMETASONA + CLIOQUINOL;Novartis Biociências;LOCORTEN VIOFÓRMIO;0,2mg/g + 30mg/g;pomd derm
PIVALATO DE FLUMETASONA + CLIOQUINOL;Novartis Biociências;LOCORTEN VIOFÓRMIO;0,2mg/g + 30mg/g;crem derm
POLICRESULENO + CLORIDRATO DE CINCHOCAÍNA;Nycomed;PROCTYL;100mg/g + 10mg/g;pomd retal
POLICRESULENO + CLORIDRATO DE CINCHOCAÍNA;Nycomed;PROCTYL;240mg/g + 24mg/g;sups
RAMIPRIL + HIDROCLOROTIAZIDA;Sanofi-Aventis;TRIATEC D;5mg + 25mg;comp
RAMIPRIL + HIDROCLOROTIAZIDA;Libbs;NAPRIX D;5mg + 12,5mg;comp
RAMIPRIL + BESILATO DE ANLODIPINO;Libbs;NAPRIX A;10mg + 10mg;caps gelat dura
RAMIPRIL + BESILATO DE ANLODIPINO;Libbs;NAPRIX A;2,5mg + 5mg;caps gelat dura
RAMIPRIL + BESILATO DE ANLODIPINO;Libbs;NAPRIX A;10mg + 5mg;caps gelat dura
RAMIPRIL + BESILATO DE ANLODIPINO;Libbs;NAPRIX A;5mg + 5mg;caps gelat dura
SALICILATO DE METILA + CÂNFORA + MENTOL;Hypermarcas;gelOL;(0,0444mL + 0,0444g + 0,0200g)/g;pomd derm
SALICILATO DE METILA + CÂNFORA + MENTOL;Hypermarcas;gelOL;(0.0333mL + 0.0333g + 0.0083g)/mL;aer
SALICILATO DE METILA + CÂNFORA + MENTOL;Hypermarcas;gelOL;(75,0mg + 57,6mg + 14,4mg)/mL;linimento
SALICILATO DE METILA + MENTOL;Cazi Química;RUBIDEX;150mg/g+100mg/g;creme
SALICILATO DE METILA + MENTOL;Hisamitsu;SALONPAS;70mg/g + 150mg/g;gel
SUCCINATO DE METOPROLOL + HIDROCLOROTIAZIDA;Astrazeneca;SELOPRESS ZOK;95mg + 12,5mg;comp lib control
SULFADIAZINA DE PRATA + NITRATO DE CÉRIO;Silvestre;DERMACERIUM;10mg/g + 4mg/g;crem derm
SULFAMETOXAZOL + TRIMETOPRIMA;Roche;BACTRIM;400mg + 80mg;comp
SULFAMETOXAZOL + TRIMETOPRIMA;Roche;BACTRIM;40mg/mL + 8mg/mL;sups or
SULFAMETOXAZOL + TRIMETOPRIMA;Roche;BACTRIM;800mg + 160mg;comp
SULFAMETOXAZOL + TRIMETOPRIMA;Roche;BACTRIM;80mg + 16mg/mL;solç inj
SULFAMETOXAZOL + TRIMETOPRIMA;Roche;BACTRIM;80mg/mL + 16mg/mL;sups or
SULFATO DE GENTAMICINA + FOSFATO DISSÓDICO DE BETAMETASONA;Mantecorp;GARASONE;3mg/mL + 1mg/mL;solç oft (gotas)
SULFATO DE GLICOSAMINA + CLORIDRATO DE LIDOCAÍNA;Zodiac;INJEFLEX;200mg/mL + 5mg/mL;solç inj
SULFATO DE NEOMICINA + ACETATO DE CLOSTEBOL;Pfizer;TROFODERMIN;5mg/g + 5mg/g;crem derm
SULFATO DE NEOMICINA + ACETATO DE CLOSTEBOL;Pfizer;TROFODERMIN;5mg/g + 5mg/g;creme vaginal
SULFATO DE NEOMICINA + BACITRACINA;Nycomed;NEBACETIN;5mg/g (= 3,5mg/g neomicina) + 250UI/g;pomd derm
SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA;União Química;FERID;5mg/g (= 3,5mg/g neomicina) + 250UI/g;pomd derm
SULFATO DE NEOMICINA + SULFATO DE POLIMIXINA + NISTATINA + TINIDAZOL;Solvay Farma;POLIGINAX;35.000UI + 35.000UI + 100.000UI + 150mg;creme vaginal
SULFATO DE NEOMICINA + TARTARATO DE BISMUTO E SÓDIO + CLORIDRATO DE PROCAÍNA;Germed;BISMU-JET;15mg/mL + 25mg/mL + 15mg/mL;sups or
SULFATO DE POLIMIXINA B + LIDOCAINA;Zest;LIDOSPORIN;1200UI + 45,4mg/mL;solç otol 
SULFATO DE SALBUTAMOL + GUAIFENESINA;Glaxosmithkline;AEROFLUX;0,48mg/mL + 20mg/mL;solç or
SULFATO DE TERBUTALINA + GUAIFENESINA;Astrazeneca;BRICANYL COMPOSTO;0,3mg/mL + 13,3mg/mL;xpe
TARTARATO DE BRIMONIDINA + MALEATO DE TIMOLOL;Allergan;COMBIGAN;2,0 mg/mL + 5,0 mg/mL;solç oft
TEGAFUR + URACILA;Bristol Myers Squibb;UFT;100mg;caps gelat dura
TELMISARTANA + HIDROCLOROTIAZIDA;Boehringer Ingelheim;MICARDIS HCT;40 mg + 12,5 mg;comp
TELMISARTANA + HIDROCLOROTIAZIDA;Boehringer Ingelheim;MICARDIS HCT;80 mg + 12,5 mg;comp
TETRAFLUORBORATO DE COBRE + TETRACIS (2-METOXI-ISOBUTIL-ISONITRILA);REM;CARDIOLITE;1mg;po liof
TICARCILINA + ÁCIDO CLAVULÂNICO;Glaxosmithkline;TIMENTIN;3g + 0,1g;po liof inj
TINIDAZOL + NITRATO DE MICONAZOL;Pharmacia;GINO-PLETIL;30mg/g + 20mg/g;creme vaginal
TINIDAZOL + TIOCONAZOL;Pfizer;CARTRAX;30mg/g + 20mg/g;creme vaginal
TIROTRICINA + BENZOCAÍNA;Sandoz;AMIDALIN;1,035mg + 5mg;past
TIROTRICINA + BENZOCAÍNA;Sandoz;AMIDALIN;1mg + 5mg;solç or spr
TOBRAMICINA + DEXAMETASONA;Alcon;TOBRADEX;3mg + 1,0mg;susp oft
